Plan_mes;mes;nro_cliente
96078;1;5892
96327;1;5891
96078;1;5893
95982;1;5894
96385;1;5883
96385;1;5895
96078;1;5896
95982;1;5898
96410;1;5897
96385;1;5899
96385;1;5900
96078;1;5901
96234;1;5902
94716;1;5903
96385;1;5904
95599;1;5905
95599;1;5907
96018;1;5906
96022;1;5908
96308;1;5909
96410;1;5910
96409;1;5912
95733;1;5914
94716;1;5913
96385;1;5915
95599;1;5916
96078;1;5919
96262;1;5920
96308;1;5917
95645;1;5921
96262;1;5918
96385;1;5922
96078;1;5923
95408;1;5924
95599;1;5926
95599;1;5927
95596;1;5928
95982;1;5925
95599;1;5930
96262;1;5929
96133;1;5911
96007;1;5931
96385;1;5933
96234;1;5934
95729;1;5932
94041;1;5935
96018;1;5936
96413;1;5938
96007;1;5937
95419;1;5943
96078;1;5940
95982;1;5939
96078;1;5941
96121;1;5944
95982;1;5942
96018;1;5946
95712;1;5948
95419;1;5947
96345;1;5951
96078;1;5950
96078;1;5952
96308;1;5953
95982;1;5954
95599;1;5955
96385;1;5956
96385;1;5959
96078;1;5958
95599;1;5957
96327;1;5945
95599;1;5962
95683;1;5963
94690;1;5961
96121;1;5960
96411;1;5965
94716;1;5949
96133;1;5966
95559;1;5967
96308;1;5964
96262;1;5968
96420;1;5971
96007;1;5972
96078;1;5970
96385;1;5973
96262;1;5974
95419;1;5969
96420;1;5975
96385;1;5976
96262;1;5977
96385;1;5978
95408;1;5979
96121;1;5980
95389;1;5981
96308;1;5982
96078;1;5985
96262;1;5986
95982;1;5984
96327;1;5983
96007;1;5987
96413;1;5990
95611;1;5993
95599;1;5992
96018;1;5991
96262;1;5994
93608;1;5995
96420;1;5996
95982;1;5997
95599;1;6001
96385;1;5998
96121;1;5999
96410;1;6000
94478;1;6002
95599;1;6004
96007;1;6003
96121;1;6005
95599;1;6006
95570;1;6007
94716;1;6008
96234;1;6009
96262;1;6010
96018;1;6012
95729;1;6011
96078;1;6014
96410;1;6013
96385;1;6015
96385;1;5989
96234;1;5988
95667;1;6016
95982;1;6018
95744;1;6017
96385;1;6019
95389;1;6020
96385;1;6022
96262;1;6021
95982;1;6023
95599;1;6024
95599;1;6026
96385;1;6025
96385;1;6027
96413;1;6028
96385;1;6029
96022;1;6030
95599;1;6031
96078;1;6032
94458;1;6034
96410;1;6035
96262;1;6036
95350;1;6037
96385;1;6038
95420;1;6039
95599;1;6040
96121;1;6041
96420;1;6042
96022;1;6043
96262;1;6044
95599;1;6045
96133;1;6046
96413;1;6048
96385;1;6050
96092;1;6051
96400;1;6049
96121;1;6047
96411;1;6054
96018;1;6033
96054;1;6055
95985;1;6053
96327;1;6052
96262;1;6056
96385;1;6057
96078;1;6060
96078;1;6059
95420;1;6058
96440;1;6062
96385;1;6061
96385;1;6063
96078;1;6066
95456;1;6064
96078;1;6065
95744;1;6070
96385;1;6068
96385;1;6069
95729;1;6072
96385;1;6071
96327;1;6075
96332;1;6073
96400;1;6074
96308;1;6079
96078;1;6080
96262;1;6067
96385;1;6081
96092;1;6082
96078;1;6083
96018;1;6084
95645;1;6087
96133;1;6085
95982;1;6086
95599;1;6088
96385;1;6090
96078;1;6077
96411;1;6076
96078;1;6078
96385;1;6092
96234;1;6093
94690;1;6089
96018;1;6094
96234;1;6097
94380;1;6091
95326;1;6098
96308;1;6099
96308;1;6104
96345;1;6105
96078;1;6101
96262;1;6102
95982;1;6103
96018;1;6106
96409;1;6107
95596;1;6095
96018;1;6108
96133;1;6096
96007;1;6110
96385;1;6100
94458;1;6111
95599;1;6112
96308;1;6113
96234;1;6114
96078;1;6115
96234;1;6117
96409;1;6116
96234;1;6118
94465;1;6119
96411;1;6120
95350;1;6121
96420;1;6109
96420;1;6122
96078;1;6124
96234;1;6123
95599;1;6125
96385;1;6126
96385;1;6127
96385;1;6128
96385;1;6129
95744;1;6132
96262;1;6133
95982;1;6134
96420;1;6130
96121;1;6135
96078;1;6136
96078;1;6137
96078;1;6138
94716;1;6131
95419;1;6140
96007;1;6141
95667;1;6142
96262;1;6144
96121;1;6145
96385;1;6143
96327;1;6146
96385;1;6139
96078;1;6151
96007;1;6152
96234;1;6149
96332;1;6150
96043;1;6148
96078;1;6147
96308;1;6154
96078;1;6153
96054;1;6155
96420;1;6156
96385;1;6157
96133;1;6159
96262;1;6158
96262;1;6162
95419;1;6166
96385;1;6164
96018;1;6163
96440;1;6160
96400;1;6161
96018;1;6168
95599;1;6169
96332;1;6165
95683;1;6167
96308;1;6170
96078;1;6171
96078;1;6174
95982;1;6172
96385;1;6173
96308;1;6175
96234;1;6176
96092;1;6178
96262;1;6177
95599;1;6180
96385;1;6179
96054;1;6181
96078;1;6182
96409;1;6185
95570;1;6186
96308;1;6187
96385;1;6188
96308;1;6184
96308;1;6183
96078;1;6190
94366;1;6192
96078;1;6191
96018;1;6189
95744;1;6193
96385;1;6194
95774;1;6195
96054;1;6196
96018;1;6197
96332;1;6198
95982;1;6200
95559;1;6201
96022;1;6202
95683;1;6204
95645;1;6203
94705;1;6208
96262;1;6209
96308;1;6205
96018;1;6207
96440;1;6206
96234;1;6210
96078;1;6211
96411;1;6212
96385;1;6199
96007;1;6215
95599;1;6214
96133;1;6216
96385;1;6213
94413;1;6217
96133;1;6218
96308;1;6219
96092;1;6222
96390;1;6224
96420;1;6223
96385;1;6220
96054;1;6221
96078;1;6228
96385;1;6227
96133;1;6230
96327;1;6229
96406;1;6225
96385;1;6226
96420;1;6231
95559;1;6232
96133;1;6234
96262;1;6235
95471;1;6236
96119;1;6237
95729;1;6238
94716;1;6233
96018;1;6241
96332;1;6242
96327;1;6243
95570;1;6239
96078;1;6240
96078;1;6244
95667;1;6245
96410;1;6246
96262;1;6247
96308;1;6248
96018;1;6252
95570;1;6253
96262;1;6249
96262;1;6250
96308;1;6254
96092;1;6255
96007;1;6257
96121;1;6258
96262;1;6251
96121;1;6259
96385;1;6260
95599;1;6261
96385;1;6256
95419;1;6262
95982;1;6263
95599;1;6264
96385;1;6265
96133;1;6267
96078;1;6268
96078;1;6270
96308;1;6271
96262;1;6269
95733;1;6266
95982;1;6272
96054;1;6274
93631;1;6275
96385;1;6273
96262;1;6276
96078;1;6277
96121;1;6278
96078;1;6279
96409;1;6280
96385;1;6281
96385;1;6282
95599;1;6283
96385;1;6284
96121;1;6286
96262;1;6287
96385;1;6288
96385;1;6289
96385;1;6290
96308;1;6285
96262;1;6292
96022;1;6293
95456;1;6295
94716;1;6296
96308;1;6297
96234;1;6298
95744;1;6300
93634;1;6299
96133;1;6301
96054;1;6302
96022;1;6291
96121;1;6294
96054;1;6303
96262;1;6304
94716;1;6305
95559;1;6306
95422;1;6308
96262;1;6307
96411;1;6310
96092;1;6309
96022;1;6312
95774;1;6315
94705;1;6311
94515;1;6314
96413;1;6316
95599;1;6313
94427;1;6317
96018;1;6318
95982;1;6319
96018;1;6320
96078;1;6321
96160;1;6322
96078;1;6325
96092;1;6326
94510;1;6327
95419;1;6329
95456;1;6328
95712;1;6332
96400;1;6324
95408;1;6323
96385;1;6333
96092;1;6334
94458;1;6337
93720;1;6335
95982;1;6336
95599;1;6339
96262;1;6338
96385;1;6340
96385;1;6341
95744;1;6342
93845;1;6343
95744;1;6346
96121;1;6345
96308;1;6344
95683;1;6347
95683;1;6348
95744;1;6349
96078;1;6350
95982;1;6351
96345;1;6353
95422;1;6354
96208;1;6352
95599;1;6355
96385;1;6356
96018;1;6357
96133;1;6330
94705;1;6358
96133;1;6331
96208;1;6359
96332;1;6360
95744;1;6361
96121;1;6362
95599;1;6363
96262;1;6364
96078;1;6366
96385;1;6365
96018;1;6369
96385;1;6368
96078;1;6370
96121;1;6371
96078;1;6372
95599;1;6374
96262;1;6373
96262;1;6375
94562;1;6367
96413;1;6377
96262;1;6376
96092;1;6379
96308;1;6382
96308;1;6383
96385;1;6384
96410;1;6385
96078;1;6380
96018;1;6378
96018;1;6381
96262;1;6386
95456;1;6387
96262;1;6388
96234;1;6389
96308;1;6390
96385;1;6391
96385;1;6392
96385;1;6393
96385;1;6394
96078;1;6395
94458;1;6396
96332;1;6397
96234;1;6398
96054;1;6399
96022;1;6400
96385;1;6401
96440;1;6402
96385;1;6403
96078;1;6404
96078;1;6406
95667;1;6409
96410;1;6405
96022;1;6411
96078;1;6415
96121;1;6414
96092;1;6413
96262;1;6416
95599;1;6417
94716;1;6412
96262;1;6410
96262;1;6418
96121;1;6419
96385;1;6420
96410;1;6421
95599;1;6422
96078;1;6423
96234;1;6424
94716;1;6425
95733;1;6407
96208;1;6408
96411;1;6426
94427;1;6427
95599;1;6428
96262;1;6430
96385;1;6431
96078;1;6432
96121;1;6433
96078;1;6434
96385;1;6429
95599;1;6435
96385;1;6436
96078;1;6437
96385;1;6438
96234;1;6440
94716;1;6441
96054;1;6442
96018;1;6443
96018;1;6444
95456;1;6445
96078;1;6446
96018;1;6449
96440;1;6450
96385;1;6451
96332;1;6456
96078;1;6452
96385;1;6457
95784;1;6458
96078;1;6459
96022;1;6460
96308;1;6439
96345;1;6461
96385;1;6464
96262;1;6447
96234;1;6448
95599;1;6465
96133;1;6453
96385;1;6454
96308;1;6455
96385;1;6467
96078;1;6468
96078;1;6469
96078;1;6462
96385;1;6463
95599;1;6466
96385;1;6470
96385;1;6471
96018;1;6472
95570;1;6473
96327;1;6474
96308;1;6476
96308;1;6477
95599;1;6479
96332;1;6478
96385;1;6482
96022;1;6483
96385;1;6475
93631;1;6484
96332;1;6486
95456;1;6485
95599;1;6487
96078;1;6489
96308;1;6488
96420;1;6480
96234;1;6481
94705;1;6492
96385;1;6493
96400;1;6494
95420;1;6495
95744;1;6499
95599;1;6498
96121;1;6501
96385;1;6500
96332;1;6502
95456;1;6503
95733;1;6490
96078;1;6505
96078;1;6504
95645;1;6506
96327;1;6507
96413;1;6508
96092;1;6491
95599;1;6510
96092;1;6511
96332;1;6512
96078;1;6509
96440;1;6513
96078;1;6515
95611;1;6514
94716;1;6516
96121;1;6517
95744;1;6518
95599;1;6497
96121;1;6496
96420;1;6519
96327;1;6521
96234;1;6522
96308;1;6523
96078;1;6525
96092;1;6520
95733;1;6524
96413;1;6527
96133;1;6528
95599;1;6526
96078;1;6529
96022;1;6531
96133;1;6530
96385;1;6535
95744;1;6532
96385;1;6536
96078;1;6538
96121;1;6540
96078;1;6539
96133;1;6541
96332;1;6542
96133;1;6543
94366;1;6544
96411;1;6545
94468;1;6537
96332;1;6534
96385;1;6533
96054;1;6546
94465;1;6547
95500;1;6548
96385;1;6549
96262;1;6550
96420;1;6551
96385;1;6553
96385;1;6552
96018;1;6554
96078;1;6555
95982;1;6556
96133;1;6558
96420;1;6559
96133;1;6557
95420;1;6561
96345;1;6562
96133;1;6563
96385;1;6566
96078;1;6564
96234;1;6560
95456;1;6565
96308;1;6568
96133;1;6570
96385;1;6571
96385;1;6572
96133;1;6569
96133;1;6573
96385;1;6567
96078;1;6576
96308;1;6577
96262;1;6575
95420;1;6580
95729;1;6581
94569;1;6579
95599;1;6582
96133;1;6583
96133;1;6584
96332;1;6585
96413;1;6591
95733;1;6588
96133;1;6589
96121;1;6587
96413;1;6590
96133;1;6586
96121;1;6592
96419;1;6593
96400;1;6594
96385;1;6574
96385;1;6578
96078;1;6595
96411;1;6596
96133;1;6597
96385;1;6598
95599;1;6599
96385;1;6600
96054;1;6601
96133;1;6602
95456;1;6603
96133;1;6604
96078;1;6605
95744;1;6606
96133;1;6607
96133;1;6609
95982;1;6608
96022;1;6610
93608;1;6613
96078;1;6612
96078;1;6611
96188;1;6614
96054;1;6615
96262;1;6616
96133;1;6618
95420;1;6620
96400;1;6619
96022;1;6621
95712;1;6622
96385;1;6623
95733;1;6624
95784;1;6617
95599;1;6625
96018;1;6626
96308;1;6627
96133;1;6629
94705;1;6628
96133;1;6631
96078;1;6632
95456;1;6633
96420;1;6634
96022;1;6635
96410;1;6630
94410;1;6641
95784;1;6642
96078;1;6636
96332;1;6643
96385;1;6646
96188;1;6647
96133;1;6645
95599;1;6640
94458;1;6637
95599;1;6638
95408;1;6639
95420;1;6644
94041;1;6649
96157;1;6648
95712;1;6650
96092;1;6653
96385;1;6655
96133;1;6654
95599;1;6656
93720;1;6659
95712;1;6658
96308;1;6657
95982;1;6651
96385;1;6652
95599;1;6666
96078;1;6668
96413;1;6669
96078;1;6660
96385;1;6667
96022;1;6671
96092;1;6670
95599;1;6672
96332;1;6665
95599;1;6661
95712;1;6662
96133;1;6664
96121;1;6663
94716;1;6673
96018;1;6674
96385;1;6676
96022;1;6675
96078;1;6679
96385;1;6677
96262;1;6683
95599;1;6684
96133;1;6686
96308;1;6685
96018;1;6687
95599;1;6678
96385;1;6688
96234;1;6689
96385;1;6680
96078;1;6681
95744;1;6690
95751;1;6682
96385;1;6691
96262;1;6693
95982;1;6692
95712;1;6694
94410;1;6695
94716;1;6696
96308;1;6697
96133;1;6698
96018;1;6700
96413;1;6701
94458;1;6702
96121;1;6703
96133;1;6699
95744;1;6704
96385;1;6706
96420;1;6705
96078;1;6708
96018;1;6709
96385;1;6707
96410;1;6710
96133;1;6711
96078;1;6712
96410;1;6714
96078;1;6718
95599;1;6717
96054;1;6715
95420;1;6716
95683;1;6713
96385;1;6719
96385;1;6720
96078;1;6723
95744;1;6725
96092;1;6726
95456;1;6727
96121;1;6721
96410;1;6729
96308;1;6722
95712;1;6730
96308;1;6731
96385;1;6724
94458;1;6733
96092;1;6732
96078;1;6734
96385;1;6736
95744;1;6737
96400;1;6735
93845;1;6728
95774;1;6738
96262;1;6741
93648;1;6742
96234;1;6743
96400;1;6746
96308;1;6747
96332;1;6745
96411;1;6744
96054;1;6748
96390;1;6739
94410;1;6740
96054;1;6755
96385;1;6754
96413;1;6756
96078;1;6757
96234;1;6758
96018;1;6749
96133;1;6751
96413;1;6750
95712;1;6759
95599;1;6752
96121;1;6753
96121;1;6761
96411;1;6760
95456;1;6762
96092;1;6763
95774;1;6767
94716;1;6764
95599;1;6768
94716;1;6765
96385;1;6766
95683;1;6769
96022;1;6770
96308;1;6774
93720;1;6773
96413;1;6772
96345;1;6776
96262;1;6775
95456;1;6777
96385;1;6771
96308;1;6779
96332;1;6778
96327;1;6783
94716;1;6782
96133;1;6785
96121;1;6781
95982;1;6780
96208;1;6786
95712;1;6790
96413;1;6787
96411;1;6789
96078;1;6792
96007;1;6796
96327;1;6795
96385;1;6793
96385;1;6794
96234;1;6784
95712;1;6797
96092;1;6788
96078;1;6798
93845;1;6791
96420;1;6799
96420;1;6800
96385;1;6801
95712;1;6802
96400;1;6803
96121;1;6804
96078;1;6805
96124;1;6806
95422;1;6811
96327;1;6809
95982;1;6810
96121;1;6812
95599;1;6813
96078;1;6814
96078;1;6815
96078;1;6818
96308;1;6816
96133;1;6817
96121;1;6820
96385;1;6819
96411;1;6822
96078;1;6823
96078;1;6824
95744;1;6825
95599;1;6826
96078;1;6827
95456;1;6828
94465;1;6829
96022;1;6807
96411;1;6808
96022;1;6830
94716;1;6831
95408;1;6821
96385;1;6832
96133;1;6837
96385;1;6836
96411;1;6834
95559;1;6835
95712;1;6838
96078;1;6839
96078;1;6840
96308;1;6842
96411;1;6843
94465;1;6844
96385;1;6833
96420;1;6845
95774;1;6846
96022;1;6847
95712;1;6848
95611;1;6849
95784;1;6850
96022;1;6852
96385;1;6851
96411;1;6853
96411;1;6854
95471;1;6855
96133;1;6841
96078;1;6856
96133;1;6857
96022;1;6858
96308;1;6861
96078;1;6860
95420;1;6859
96018;1;6862
95599;1;6863
95744;1;6864
96385;1;6868
96078;1;6869
96385;1;6870
96078;1;6865
96078;1;6866
94716;1;6867
96332;1;6871
96133;1;6872
95683;1;6874
96078;1;6875
96054;1;6873
96038;1;6879
96078;1;6876
95599;1;6877
96385;1;6878
96385;1;6881
96385;1;6882
95471;1;6883
96308;1;6884
96054;1;6885
96121;1;6886
93720;1;6887
96133;1;6889
96308;1;6888
96133;1;6880
95559;1;6890
96420;1;6891
94705;1;6893
96133;1;6892
96234;1;6894
96262;1;6895
96385;1;6897
96385;1;6896
96022;1;6898
96078;1;6899
96332;1;6900
96188;1;6901
94716;1;6903
94716;1;6904
96420;1;6902
93720;1;6905
96385;1;6906
96385;1;6907
96385;1;6908
96022;1;6909
96133;1;6911
95982;1;6912
96078;1;6914
93608;1;6913
96078;1;6919
95599;1;6918
96018;1;6915
96385;1;6910
95982;1;6917
96385;1;6916
96078;1;6923
96385;1;6922
96262;1;6924
96234;1;6925
95559;1;6920
95420;1;6921
95599;1;6927
92831;1;6928
96385;1;6929
96078;1;6930
96262;1;6926
95559;1;6931
95420;1;6933
95744;1;6934
96018;1;6935
96410;1;6936
96411;1;6932
96018;1;6937
96385;1;6938
96078;1;6940
96385;1;6939
95599;1;6941
96385;1;6942
94716;1;6944
93720;1;6945
95982;1;6946
96413;1;6947
95683;1;6949
96018;1;6948
96078;1;6943
96018;1;6950
96078;1;6951
96078;1;6952
95420;1;6954
95471;1;6953
96413;1;6955
96327;1;6958
96385;1;6959
96420;1;6960
95667;1;6963
94705;1;6964
96385;1;6961
96133;1;6966
95611;1;6967
96121;1;6956
96133;1;6957
96234;1;6965
96018;1;6968
95733;1;6969
96385;1;6970
96133;1;6971
93720;1;6972
96078;1;6973
96018;1;6974
95645;1;6975
96262;1;6976
96121;1;6977
96133;1;6980
96121;1;6978
96121;1;6979
96133;1;6982
96054;1;6962
96308;1;6983
96385;1;6985
96385;1;6988
94410;1;6987
96133;1;6986
95774;1;6990
96018;1;6989
96078;1;6991
95599;1;6981
96078;1;6993
96092;1;6992
93720;1;6995
96234;1;6996
95420;1;6994
96413;1;6997
93845;1;6998
96385;1;6984
96234;1;6999
96133;1;7002
96308;1;7001
95645;1;7000
96133;1;7003
94705;1;7006
96078;1;7007
94716;1;7008
96133;1;7009
94716;1;7004
96121;1;7005
96385;1;7015
95683;1;7016
95982;1;7014
96133;1;7010
94410;1;7012
95420;1;7011
96411;1;7019
96018;1;7017
94041;1;7013
96308;1;7018
95712;1;7020
96078;1;7025
96385;1;7024
96262;1;7026
96133;1;7021
94567;1;7022
93608;1;7023
96327;1;7028
96262;1;7029
95599;1;7030
96385;1;7032
96308;1;7031
96078;1;7033
95712;1;7035
95982;1;7034
96133;1;7027
95712;1;7038
96385;1;7036
96420;1;7037
96308;1;7039
96078;1;7040
95683;1;7041
96007;1;7042
96092;1;7043
96133;1;7048
96400;1;7047
96390;1;7046
96133;1;7049
96133;1;7050
96262;1;7051
96327;1;7052
95712;1;7053
96262;1;7054
96385;1;7056
96385;1;7044
96018;1;7058
96078;1;7057
96054;1;7045
96054;1;7055
96413;1;7061
96133;1;7062
96121;1;7063
94410;1;7060
96385;1;7064
96054;1;7067
95420;1;7066
94716;1;7065
96078;1;7068
95596;1;7059
95599;1;7069
95712;1;7070
95683;1;7072
96121;1;7073
96385;1;7074
96385;1;7071
96133;1;7075
96054;1;7076
95570;1;7078
96121;1;7077
94410;1;7085
96413;1;7084
96411;1;7083
96133;1;7079
96413;1;7080
96133;1;7086
94562;1;7087
96078;1;7089
96413;1;7088
96054;1;7081
96018;1;7082
96054;1;7091
96018;1;7090
96385;1;7093
96078;1;7092
96385;1;7094
96385;1;7095
96133;1;7097
95712;1;7098
96078;1;7101
96022;1;7099
96018;1;7102
96385;1;7096
96054;1;7103
96121;1;7104
96054;1;7106
96022;1;7107
95774;1;7105
96078;1;7100
96385;1;7108
96411;1;7109
96385;1;7112
96385;1;7113
96018;1;7111
96385;1;7114
96078;1;7116
96385;1;7110
96385;1;7118
95712;1;7117
96234;1;7119
95744;1;7122
96308;1;7124
96078;1;7123
96133;1;7120
96385;1;7125
95982;1;7121
96413;1;7127
95712;1;7126
96124;1;7128
94716;1;7129
96385;1;7115
96133;1;7131
96385;1;7130
93720;1;7132
96133;1;7133
93720;1;7134
96308;1;7135
95982;1;7136
95471;1;7138
96078;1;7137
96121;1;7139
96078;1;7140
96385;1;7142
96078;1;7141
95599;1;7144
96078;1;7143
95599;1;7149
96054;1;7150
95422;1;7151
95422;1;7145
96327;1;7146
96121;1;7148
96385;1;7147
96133;1;7155
96133;1;7158
96092;1;7156
96262;1;7157
96385;1;7160
96420;1;7159
95670;1;7161
95982;1;7152
94564;1;7153
93845;1;7154
96385;1;7162
96234;1;7163
96133;1;7165
96385;1;7166
94366;1;7167
96308;1;7164
96413;1;7169
96327;1;7171
95599;1;7172
96234;1;7174
96390;1;7168
96413;1;7175
95744;1;7179
96078;1;7176
96133;1;7177
96234;1;7178
96078;1;7182
95712;1;7170
95599;1;7173
96078;1;7187
95599;1;7188
94465;1;7186
95599;1;7190
96413;1;7184
96420;1;7185
96385;1;7183
96007;1;7191
96308;1;7181
96018;1;7180
94716;1;7192
96078;1;7189
96121;1;7194
95408;1;7193
96133;1;7196
95744;1;7195
95982;1;7199
96440;1;7198
94366;1;7200
96022;1;7201
96092;1;7202
96345;1;7203
94427;1;7205
95599;1;7206
96308;1;7207
96385;1;7197
96385;1;7208
96385;1;7209
96022;1;7210
96385;1;7217
96078;1;7204
95420;1;7216
95712;1;7214
96234;1;7215
95599;1;7218
96234;1;7219
96262;1;7222
96133;1;7223
96022;1;7221
96262;1;7220
96410;1;7227
95667;1;7226
96262;1;7228
96133;1;7229
95599;1;7230
96385;1;7224
95599;1;7225
96078;1;7211
96385;1;7212
96345;1;7213
96054;1;7232
96413;1;7234
96234;1;7233
96121;1;7237
96385;1;7235
96133;1;7236
96385;1;7239
96234;1;7231
95422;1;7245
96411;1;7240
95982;1;7238
94458;1;7248
96133;1;7244
96385;1;7243
96234;1;7242
96018;1;7246
94716;1;7247
96420;1;7241
95559;1;7251
96022;1;7253
95712;1;7255
96092;1;7257
96078;1;7254
94497;1;7256
95744;1;7258
95712;1;7249
95982;1;7259
96022;1;7260
96413;1;7250
96188;1;7252
96018;1;7264
95559;1;7261
95982;1;7263
96385;1;7265
96018;1;7266
96133;1;7262
95774;1;7267
95570;1;7269
95408;1;7268
95982;1;7274
96385;1;7270
96385;1;7275
96385;1;7271
96234;1;7272
96413;1;7273
96022;1;7276
96078;1;7280
96385;1;7281
96133;1;7285
95982;1;7289
95982;1;7287
96133;1;7284
96133;1;7286
96043;1;7288
96234;1;7290
93720;1;7282
96133;1;7283
96440;1;7277
96078;1;7292
94458;1;7279
96078;1;7278
96440;1;7291
96385;1;7294
96234;1;7295
96022;1;7296
96385;1;7297
94041;1;7293
96078;1;7298
96133;1;7299
96133;1;7300
95570;1;7304
96018;1;7306
96385;1;7302
95599;1;7301
96327;1;7303
96018;1;7308
96022;1;7309
96133;1;7305
96308;1;7313
96018;1;7307
94716;1;7315
96385;1;7314
96133;1;7316
96440;1;7317
96078;1;7321
96385;1;7320
95712;1;7318
96413;1;7319
95599;1;7324
96385;1;7325
96022;1;7326
96022;1;7327
94410;1;7330
96188;1;7332
96124;1;7331
94716;1;7328
96234;1;7329
96234;1;7322
96208;1;7323
96411;1;7333
94562;1;7334
96078;1;7335
96078;1;7336
96420;1;7338
96327;1;7339
96262;1;7341
96078;1;7342
96018;1;7337
95683;1;7310
96078;1;7311
96413;1;7312
96078;1;7344
96413;1;7345
96400;1;7346
96018;1;7347
96327;1;7343
96022;1;7348
96411;1;7340
96054;1;7349
96078;1;7352
96234;1;7351
95982;1;7353
96413;1;7350
93720;1;7354
96413;1;7355
96413;1;7356
96018;1;7357
96411;1;7358
96262;1;7359
96385;1;7360
95500;1;7361
96385;1;7369
95733;1;7372
95744;1;7371
96385;1;7373
96385;1;7374
96078;1;7375
96078;1;7376
95733;1;7362
96078;1;7363
93720;1;7364
96385;1;7365
96133;1;7367
96385;1;7366
95982;1;7368
96078;1;7377
95599;1;7378
95712;1;7379
96400;1;7380
94402;1;7381
96054;1;7382
94410;1;7383
95570;1;7384
96413;1;7385
96092;1;7370
96078;1;7387
96411;1;7386
96385;1;7389
96385;1;7388
96054;1;7390
94458;1;7391
96400;1;7392
96133;1;7393
96078;1;7394
96078;1;7396
96385;1;7397
96385;1;7400
95712;1;7405
95570;1;7402
96411;1;7401
96413;1;7404
94410;1;7403
96119;1;7406
96332;1;7395
96133;1;7411
96133;1;7408
96133;1;7409
95670;1;7410
96413;1;7407
96385;1;7413
96133;1;7412
96078;1;7414
96022;1;7415
96385;1;7416
95599;1;7398
96440;1;7399
96385;1;7418
95326;1;7419
95400;1;7420
96385;1;7421
95599;1;7417
96133;1;7422
96054;1;7423
96385;1;7424
96308;1;7425
96385;1;7428
96308;1;7429
96262;1;7430
96234;1;7432
96385;1;7427
96018;1;7426
96385;1;7433
93720;1;7431
94562;1;7434
96410;1;7435
96054;1;7438
94041;1;7439
93847;1;7440
95645;1;7436
94458;1;7437
96054;1;7442
96385;1;7441
94458;1;7443
95982;1;7446
95744;1;7444
96308;1;7445
96078;1;7447
96022;1;7448
96420;1;7449
96234;1;7451
96022;1;7450
95774;1;7453
96385;1;7452
96078;1;7454
94458;1;7458
96413;1;7455
96121;1;7456
96234;1;7457
96385;1;7459
96308;1;7460
96007;1;7461
96308;1;7462
96385;1;7463
94705;1;7464
95774;1;7466
96308;1;7467
95733;1;7468
93720;1;7465
96078;1;7469
95408;1;7470
96121;1;7471
95599;1;7472
96133;1;7473
96234;1;7474
96078;1;7475
96078;1;7476
95599;1;7477
96078;1;7478
96078;1;7480
96078;1;7481
96385;1;7482
95559;1;7483
96078;1;7485
96022;1;7479
95350;1;7488
95712;1;7489
96133;1;7486
96413;1;7487
94041;1;7484
95982;1;7490
94459;1;7494
96054;1;7491
96078;1;7496
96385;1;7492
95599;1;7497
93417;1;7493
96078;1;7498
96400;1;7495
96385;1;7499
96234;1;7503
96133;1;7506
96022;1;7504
96133;1;7505
96133;1;7507
96413;1;7502
96400;1;7501
96121;1;7508
94485;1;7509
95744;1;7510
96234;1;7511
96018;1;7500
96022;1;7512
96078;1;7513
96440;1;7514
94041;1;7516
96133;1;7517
96078;1;7515
94410;1;7519
95471;1;7520
95744;1;7521
96385;1;7522
94705;1;7523
95982;1;7527
96234;1;7528
94562;1;7525
96188;1;7526
96078;1;7531
96078;1;7532
96121;1;7530
96385;1;7534
96385;1;7533
96022;1;7529
96018;1;7537
96385;1;7536
96420;1;7535
96385;1;7524
95500;1;7538
96400;1;7539
96078;1;7541
96078;1;7540
96078;1;7542
96385;1;7543
96133;1;7546
96121;1;7544
95420;1;7545
96121;1;7547
96054;1;7548
96262;1;7549
94041;1;7554
96385;1;7555
95774;1;7556
96078;1;7557
96400;1;7518
96078;1;7558
93947;1;7552
96133;1;7551
94041;1;7559
96007;1;7553
96133;1;7561
96018;1;7563
96413;1;7562
96078;1;7550
96078;1;7565
96054;1;7564
96400;1;7560
95774;1;7570
96385;1;7572
95982;1;7571
95982;1;7574
96234;1;7573
96078;1;7575
96078;1;7576
96133;1;7577
95599;1;7567
96092;1;7566
95420;1;7578
96385;1;7581
96018;1;7582
96133;1;7584
96133;1;7585
94410;1;7586
96234;1;7583
96385;1;7589
96018;1;7588
95570;1;7587
96078;1;7568
96078;1;7569
95712;1;7579
96078;1;7580
96385;1;7591
96078;1;7590
96410;1;7592
96078;1;7593
96133;1;7597
95670;1;7598
96413;1;7594
96133;1;7595
96385;1;7596
96327;1;7599
96022;1;7600
95611;1;7602
96234;1;7603
96234;1;7604
96018;1;7606
96413;1;7605
93845;1;7607
96385;1;7608
96054;1;7610
96385;1;7609
96385;1;7601
96022;1;7611
96133;1;7613
95670;1;7614
96234;1;7615
96234;1;7612
96078;1;7617
95599;1;7619
96078;1;7618
96385;1;7616
96385;1;7620
95744;1;7621
96385;1;7625
96054;1;7623
96022;1;7622
96385;1;7626
96092;1;7624
96385;1;7627
96385;1;7628
96078;1;7631
96385;1;7630
96385;1;7629
95982;1;7632
96133;1;7633
95982;1;7634
96385;1;7637
96133;1;7635
